Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Comoros,COM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,201,359,987",,,,"2,258,419,991",,,,,,"442,264,986",,,"2,830,450,058","2,747,839,928","2,382,760,048","2,744,729,996","2,545,059,919",,,,,"2,378,050,804","2,274,853,945","2,431,644,201",
Cabo Verde,CPV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,391,769,886","6,801,680,088",,,"7,876,820,087",,"7,476,640,224",,"6,529,600,143","4,959,819,794","5,034,649,849","4,865,869,999","5,076,580,048","4,597,849,846","5,397,695,541","4,561,570,168","4,521,349,907","4,806,220,055","4,754,759,789","4,592,780,113","4,787,922,859","4,165,299,892",,"6,037,500,858","4,672,885,418",
Costa Rica,CRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,"7,347,169,876",,"4,885,069,847","4,957,779,884",,,"4,420,269,966",,"4,013,229,847","4,077,849,865",,,,,,"3,352,720,022","3,890,719,891",,,"5,394,360,065","4,666,950,226","4,832,029,819","5,150,440,216","5,133,739,948","4,890,629,768",,"4,616,139,889","463,451,004","4,886,970,043","6,010,300,159","6,565,740,108","6,379,889,965","6,582,399,845","6,687,399,864","667,952,013","687,349,987","6,893,959,999","7,069,809,914","6,769,919,872","6,738,080,025","662,898,016","6,248,419,762",,
Caribbean small states,CSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,"836,909,008",,,,,,,,,,,"714,496,994",,"7,074,769,974","5,619,480,133",,,,"6,208,730,221","6,755,239,964","7,704,810,143","8,358,090,401","9,571,169,853","9,940,859,795","1,026,823,044","1,055,778,027","9,057,169,914","1,186,820,984","1,405,908,012","1,312,485,981","1,283,730,984",,"1,155,166,054","1,067,169,571","9,607,468,605","8,963,336,945","9,013,133,049",,,"9,046,969,414",,"938,586,235",,
Curacao,CUW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,116,330,147",,,,,,,,,,
Cayman Islands,CYM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,163,769,484","1,136,700,034","1,455,420,017","1,312,530,041","1,488,940,001",
Cyprus,CYP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,"4,335,020,065","3,819,700,003","3,385,489,941","3,312,340,021","3,353,130,102","3,426,009,893","3,791,320,086","3,731,780,052",,"3,601,910,114","3,586,960,077","3,488,970,041","3,448,709,965","3,375,469,923","3,376,270,056","3,339,240,074","35,753,901","3,780,299,902","409,555,006","4,159,969,807","3,741,230,011",,,,"4,772,079,945","49,895,401","511,552","5,581,669,807","6,670,229,912","6,117,720,127","6,286,670,208","6,330,269,814","6,280,829,906","6,722,760,201","7,205,450,058","6,525,599,957","6,520,420,074","589,526,701","6,467,470,169","6,421,110,153","6,304,910,183","611,811,018","569,961,977","5,025,352,955","5,212,600,231","5,636,940,002","5,235,859,871",,
Czechia,CZE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,751,760,006","4,158,679,962","4,649,960,041","4,517,549,992","4,244,909,763",,"3,580,120,087","366,753,006","364,034,009","3,732,830,048","395,878,005","4,117,280,006","3,992,389,917","3,865,910,053","4,195,509,911","384,717,989","3,727,190,018","414,605,999","4,033,500,195","4,242,090,225","4,220,709,801","4,046,760,082","3,965,229,988","5,751,820,087","5,553,730,011","3,806,159,973","4,266,059,875","4,542,469,978","4,721,590,042","4,803,199,768",,
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,407,919,884","4,336,639,881","4,430,759,907","4,494,709,969",,"4,461,870,193",,"4,068,152,428","4,147,081,375","4,163,057,327","41,710,186","410,064,888","4,107,310,772","40,252,738","392,246,604","4,549,240,112","4,340,054,035","5,095,880,032","4,984,250,069","4,928,440,094","4,935,389,996","4,921,020,031","4,855,150,223","4,839,230,061","4,871,829,987","4,979,330,063","511,552","5,590,380,192","5,454,889,774","4,543,890,476",
Djibouti,DJI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,629,479,885","9,659,999,847","7,805,429,935","8,447,600,365","8,889,849,663","9,264,670,372","8,365,889,549","8,278,779,984","840,625",,,"449,022,007",,"6,351,275,444","4,647,825,241","4,384,075,165","3,598,949,909","3,922,260,046","3,733,449,936","3,751,430,035",,,,,
Dominica,DMA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"428,990,984",,,,,,,,,"5,739,840,031","4,028,580,189",,,,,,,,,,,,,"4,393,104,553","4,464,482,784","45,245,924","3,407,119,989","5,129,719,734","4,766,750,813","5,153,604,507","5,534,490,108","469,630,003","5,465,845,108","6,043,142,319","4,656,741,142"
Denmark,DNK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"5,955,530,167","6,393,559,933","6,481,309,891","6,266,109,943","6,581,510,067","6,713,129,997",,"5,672,120,094","5,753,469,944","5,586,490,154","5,910,930,157",,,,,,"583,825,016","6,078,080,177","6,335,330,009","5,838,140,011",,"5,596,759,796",,"7,772,819,996","7,471,059,799","7,471,039,772","7,884,940,147",,"8,106,749,535","7,931,159,973","8,084,340,096","8,215,450,287","8,213,029,861","8,121,930,122","8,207,630,157","8,085,570,335","7,729,909,897","7,615,600,109","74,760,499","8,448,880,196","8,559,550,285","848,486,042","7,237,820,148","8,494,429,588","7,634,850,025","70,104,146","7,691,060,066","7,115,859,985","7,296,909,809","7,255,050,182","7,383,540,154","6,999,929,905","5,296,434,402",
Dominican Republic,DOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"2,640,789,986",,,,,,,,,,,,"1,538,910,031","1,463,829,994","1,334,550,023","1,210,190,058",,,,,,,,"773,949,981","893,369,973","1,033,300,042","122,724,998",,,,"1,888,290,048","1,967,829,943","1,914,010,048","184,465,003",,,,"2,046,789,885",,,"1,887,287,855","187,925,756",,"3,628,181,458","3,622,434,378","3,604,002,714","3,850,495,577","3,920,267,582","3,918,210,745","4,042,768,955","4,517,698,288","3,747,313,499","3,940,271,378",
Algeria,DZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,"7,182,010,174","6,597,420,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,111,420,155",,,,"7,029,509,068","6,659,060,478","654,889,822","617,633,009","6,502,108,574","5,734,823,704","5,812,751,293","5,575,365,543","6,193,917,274","5,514,032,841","4,749,246,597","5,610,157,013"
East Asia & Pacific (excluding high income),EAP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,252,955,019","2,686,659,932","351,327,002",,,"4,208,930,016","292,463,994","289,222,002",,"2,748,470,068",,,"3,061,334,968","3,570,144,176","3,806,730,986","3,559,665,203","3,794,723,511","394,740,355","3,977,101,326","3,540,123,224","3,500,102,282","3,385,177,493","3,441,989,183","3,171,358,585","3,053,606,272","3,216,528,893","2,982,124,329","2,887,386,799","2,951,152,325"
Early-demographic dividend,EAR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,110,370,159","3,817,895,055","4,071,680,069","4,017,340,183","4,168,700,218","3,578,660,011",,"4,209,100,008","3,618,584,991","4,012,590,051","45,176,301","3,896,881,819","3,916,825,056","4,404,124,975","4,508,580,208","40,832,901","3,920,364,022","3,837,867,737","3,931,309,938","368,916,285","3,487,755,537","4,090,565,205","3,872,497,559","3,617,783,785",
East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,"3,016,639,948",,"3,903,290,033",,,,,,,,,,,,,,,,,,,"3,542,490,005","3,864,919,901",,"3,652,760,029",,,"3,178,879,976","3,390,460,014","3,887,760,758","3,559,665,203","3,780,230,045","3,596,918,344","3,824,398,518","3,556,336,641","3,500,102,282","3,385,177,493","3,441,989,183","3,261,967,063","3,281,413,198","3,652,873,516","3,335,639,954","3,368,479,609",
Europe & Central Asia (excluding high income),ECA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"375,532,496","3,469,280,005","3,458,699,942","3,136,129,975","325,831,604","3,337,610,006","3,396,839,976","3,297,479,987","3,413,269,997","3,484,528,065","4,098,309,994","3,843,972,921","4,221,519,947","3,959,833,622","4,677,114,964","4,412,580,013","4,305,500,031","4,446,125,031","4,016,924,977","4,095,134,974","4,044,499,874","4,389,126,778","4,136,229,992","4,106,591,225","4,951,479,912"
Europe & Central Asia,ECS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,950,489,998","4,795,619,965","4,596,094,847","4,494,450,092",,"445,031,023","4,506,999,969","4,388,735,056","4,650,090,218","4,528,694,868","4,920,855,045","4,834,060,192","4,929,769,993","4,907,670,021","4,633,289,814","4,839,900,017","4,968,065,023","5,095,880,032","4,922,635,078","4,898,620,129","5,009,419,918","4,925,795,078","4,897,535,086","4,792,669,773","4,689,909,935","4,675,159,931","458,624,506","4,862,639,904","4,790,170,193","4,543,890,476",
Ecuador,ECU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"2,002,830,029","1,879,400,015",,,,,,"2,418,839,931",,,,,,,"4,203,420,162","52,333,498","687,237,978",,,,,,,,,"1,997,640,014",,,"2,195,369,959","1,547,340,035","1,202,659,965",,,,,,,,,"45,176,301","4,600,289,822","4,744,249,821","4,653,100,014","4,929,979,801","5,210,209,846","5,105,700,016","4,362,748,146","4,614,257,813","4,621,455,193","4,245,779,991","4,261,030,197","3,647,769,928","359,897,995","3,893,650,055"
"Egypt, Arab Rep.",EGY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"4,529,920,101","4,537,899,971",,"5,226,669,788","4,892,429,829","4,943,429,947","4,549,580,097","4,941,120,148",,"4,280,320,168",,"5,608,300,209","5,221,489,906",,,,,"4,525,219,917","4,600,059,986",,,"4,050,670,147","4,197,700,024","4,583,759,785","4,604,000,092","4,671,569,824",,,,,,"4,795,883,656","4,945,630,074","46,707,201","4,794,429,779","4,001,780,033","368,460,989","3,760,829,926","3,639,190,912","3,542,651,892","3,344,296,455","3,368,304,729","4,122,526,169","4,251,385,689","3,930,848,122",,,,,,,,
Euro area,EMU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,"424,202,013",,"4,360,599,995",,"434,510,994","4,796,909,809",,,,,,,"4,852,290,154","4,623,439,789","4,568,745,136",,"4,513,939,857","4,429,244,995","4,870,510,101","4,900,749,922","470,306,015","4,690,214,872","4,799,570,084",,"4,540,569,782","4,510,849,953","5,274,270,058","533,713,007","5,258,719,921","5,057,149,887","4,961,565,018","5,091,674,805","495,732,069","4,674,350,023","5,069,284,916","5,559,059,858","5,450,789,928","511,838,007","5,315,917,015","5,308,379,889","5,150,075,674","493,930,769","4,815,949,917","4,826,184,988","4,804,859,877","4,760,775,089","5,139,569,998","5,050,464,869",,
Eritrea,ERI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,638,550,043",,"4,620,580,196","526,281,023",,"4,047,160,149","3,523,900,032",,"3,148,969,889",,"2,127,000,093",,,,,,,,,,,,,,,,,
Spain,ESP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"1,833,009,958","1,889,279,962","2,064,650,059",,"1,459,560,037",,"1,899,389,982","2,077,169,895","2,230,730,057","2,338,049,889",,,,,,,,"3,128,180,027","3,328,299,999","3,551,779,985","3,633,589,983","3,742,350,101","383,716,011","4,244,890,213","4,484,680,176","4,434,629,917","4,457,459,927",,"4,287,859,917","4,260,439,873","4,166,049,957","4,111,269,951","4,134,570,122","4,173,429,966","4,157,859,802","4,144,320,011","4,184,820,175","4,254,049,778","4,528,059,959","4,912,000,179","4,856,080,055","4,740,829,945","4,481,130,123","4,349,619,865","4,301,509,857","4,284,570,217","4,225,440,025","4,205,520,153","4,179,490,089","4,230,219,841","4,895,400,047","4,865,069,866","4,315,878,868",
Estonia,EST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,281,410,217","569,822,979","5,494,289,875","5,898,660,183","6,054,920,197","6,337,880,135","6,235,360,146","6,652,490,139","5,339,459,896","5,228,459,835","543,460,989","5,273,099,899","4,876,749,992","4,810,269,833","5,856,762,409","4,619,909,763","5,484,039,783","5,960,050,106","5,517,789,841","5,014,490,128","4,717,720,032","4,843,880,177","4,394,330,025","5,144,189,835","515,763,998","4,961,319,923","5,239,970,207","5,260,419,846","552,696,991","526,320,982",,
Ethiopia,ETH,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"1,197,669,983","1,314,429,998",,,,,"2,159,859,896","1,934,939,981","2,004,230,022","1,816,200,018","1,858,070,016","2,060,930,014","2,246,030,092","206,062,007","2,280,659,914","2,085,900,068",,,,,,,"2,296,900,034",,,"2,707,079,887","2,690,799,952",,,"3,886,149,883","3,700,289,965","3,632,450,104",,,,"5,490,960,121","5,451,129,913","5,408,199,787","4,422,070,026","4,496,590,137","5,485,760,212","556,678,009","4,824,464,321","47,926,507","515,336,132","5,061,513,901","5,499,050,617","5,220,111,847","4,480,869,293","4,090,565,205","4,065,248,966","3,736,495,018",
European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,"4,917,534,828",,,,,,,,,"4,568,745,136",,"4,557,250,023","4,841,300,011","5,005,630,016","4,955,519,915","470,306,015","4,690,214,872","4,753,920,078",,"4,540,569,782","4,579,434,872","5,073,889,971","5,273,744,822","5,218,975,067","5,085,664,988","5,046,380,043","5,109,399,796","5,006,971,359","4,715,410,233","5,029,049,873","5,522,659,779","5,297,860,146","5,071,619,987","4,949,409,962","5,021,240,234","4,966,569,901","4,909,530,163","4,792,669,773","4,647,570,133","4,623,439,789","4,630,020,142","4,876,560,211","4,803,199,768",,
Fragile and conflict affected situations,FCS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,343,889,952","3,269,814,968","318,682,003","3,369,554,996","3,648,190,022","3,197,314,978","2,562,340,021","3,789,769,888","2,901,315,093","3,526,227,236","3,652,873,516","367,454,195",,
Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"5,413,489,819","533,137,989","5,008,190,155","5,093,379,974","4,482,309,818","5,033,239,841","5,228,330,135",,,"4,796,909,809","4,825,749,874","4,833,360,195","4,779,290,199","4,855,609,894","4,698,919,773","504,542,017","5,100,399,971","5,200,819,969","5,066,959,858","5,072,609,901","5,338,900,089","6,337,480,068","6,520,500,183","7,487,160,206","6,857,069,969","6,809,909,821","6,858,980,179",,,"586,992,979","5,709,300,041","5,840,250,015","60,167,799","6,167,439,938","6,157,579,899","602,507,019","5,928,380,013","567,125,988","583,010,006","6,459,559,917","6,504,449,844","6,445,049,763","7,148,039,818","7,124,040,127","7,102,369,785","7,032,080,173","6,851,530,075","6,363,110,065","6,275,579,929","6,416,950,226","6,634,940,147","6,538,259,983",,
Fiji,FJI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,"5,197,609,901",,"5,821,209,908",,"6,486,690,044",,,,,,"4,831,099,987",,,,,,,,,"5,524,700,165","5,168,640,137","5,877,739,906","5,643,109,798","6,275,869,846",,"6,209,159,851","5,167,059,898","5,655,320,168","5,894,720,078","425,357,008","4,498,479,843",,"417,305,994","446,150,589","4,351,394,176","3,769,609,213","4,809,317,589","4,835,902,691","4,651,191,711","479,706,049","5,152,731,895","5,805,195,332","4,852,686,405","39,383,955","4,246,798,038"
France,FRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"3,429,739,952","3,174,210,072","3,359,179,974","323,003,006","424,202,013","442,854,023","4,424,709,797","4,435,210,228","434,510,994","4,281,159,878","4,307,690,144","4,730,720,043","48,520,298","4,852,340,221","4,867,539,883","4,851,570,129","4,707,950,115","4,623,439,789","4,544,720,173","4,456,399,918","4,513,939,857","4,841,300,011","4,735,390,186","5,429,590,225","5,626,430,035","579,073","5,756,720,066",,"5,687,920,094",,"560,021,925","5,617,800,236","5,780,975,342","5,762,063,026","5,549,233,913","551,722,765","5,475,310,326","5,304,528,713","5,387,275,696","5,669,219,017","5,642,791,748","5,480,115,414","5,488,356,113","5,492,893,696","5,489,204,407","5,446,427,345","5,408,058,167","5,451,600,075","5,407,169,819","5,354,430,199","5,659,810,066","5,430,389,881",,
Faroe Islands,FRO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,"669,003,067",,,,,,,,,,,,,,,,,,,,,,,,,,,"6,424,910,069","6,706,870,079",,,,,,,,,,,,"1,171,899,986","1,234,399,986","1,222,799,969","1,364,700,031","1,351,299,953","1,241,600,037","969,699,955","1,022,599,983","1,053,899,956",,,
Gabon,GAB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,805,520,058",,,,,,"3,419,660,091","3,081,229,925","3,827,090,025",,,,,,,,,,"3,078,089,952","2,987,459,898","3,013,400,078","3,029,710,054","2,666,670,084","2,824,359,894","2,667,730,808","3,555,707,932","3,071,542,978","2,874,309,778","3,398,740,768","2,700,792,789","2,207,736,492",
United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"5,032,050,133","5,159,379,959","5,448,609,829","5,390,999,794","6,268,780,231","6,424,220,085","6,063,350,201",,,"5,070,119,858","52,884,202","5,188,700,199","5,061,500,072","4,899,059,772","4,594,089,985","4,380,839,825","4,371,809,959","426,831,007","4,125,110,149","4,055,520,058","4,122,479,916","4,334,489,822",,"4,850,830,078","4,839,260,101","4,378,260,136",,"4,207,079,887","398,845,005","4,018,219,948","4,100,140,095","4,611,929,893","4,801,290,035","4,735,549,927","4,929,769,993","4,976,490,021","4,924,449,921","4,909,739,971","5,062,630,177","5,698,679,924","5,572,189,808","5,578,874,111","5,525,300,026","5,601,349,831","555,452,013","5,427,959,919","5,452,569,962","5,204,370,022","5,261,159,897","5,439,350,128","5,904,580,116","4,959,175,587",
Georgia,GEO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,915,659,904",,,,"2,108,880,043","215,512,991","2,181,050,062","2,137,500,048","2,235,019,922","2,065,599,918","2,914,200,068","2,484,319,925","300,364,995","2,696,870,089","2,919,549,942","3,222,379,923","2,803,647,995","2,514,919,996","1,860,339,999","3,473,221,779","2,997,686,625","3,164,874,077","3,523,380,041","3,524,420,023","3,460,949,898","3,829,859,972","3,849,859,238","3,594,419,956","3,754,980,087","3,738,610,029"
Ghana,GHA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"4,224,440,098","4,621,399,879",,"3,802,710,056","4,876,540,184","5,828,829,765","609,528,017",,"2,311,350,107","2,707,770,109","1,808,120,012","1,904,539,943",,,,"3,354,480,028","3,306,699,991","3,187,419,891",,,,,,,,,,,"4,110,370,159",,"5,354,440,212",,,"7,535,580,158","742,208,004","5,147,940,159","5,519,869,804","5,757,959,843","5,317,440,033","5,540,599,823","814,097,023","7,919,139,862","4,576,469,898","3,682,348,251","3,688,745,499","3,454,744,339","3,186,117,411","3,015,955,925","3,153,071,165","3,409,159,899","341,949,439","2,905,294,418",
Gibraltar,GIB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,"334,939,986",,,,,,,"1,382,910,013","1,376,009,941","1,432,330,012",,,,,,"161,954,999","1,778,650,045","1,427,850,008","1,778,970,003","1,626,129,985","1,515,689,969","1,268,149,972",,,"1,581,120,014","2,207,250,118","2,551,189,899","2,287,420,034","1,833,709,955","263,421,011","2,422,810,078","2,517,139,912","2,544,500,113","2,320,339,918","2,384,320,021","1,858,129,978","2,432,670,116","2,040,748,119","1,985,614,896",
"Gambia, The",GMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,"4,295,149,803","3,484,730,005",,,"2,974,090,099","2,825,839,996","3,780,610,085","1,169,839,978",,,"2,553,560,019","2,566,279,888",,,"1,565,129,995","1,465,870,023","1,158,100,009","144,291,997","1,363,379,955","622,470,021","691,879,988","751,630,008","81,686,002","2,181,299,925","1,908,139,944","2,655,519,962","2,501,702,547","2,637,569,904","1,818,390,012","2,222,802,639","2,192,351,818","2,174,797,297","2,459,194,422","2,365,443,945","2,808,097,124","2,887,345,791","3,044,776,917","2,742,823,124","2,696,594,715"
Guinea-Bissau,GNB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"203,237,009",,,,,,,,,,,"1,682,209,969","1,765,930,057","1,886,379,957","2,010,270,119",,,,,,,,,,
Equatorial Guinea,GNQ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,187,979,937",,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"1,546,499,968","1,302,459,955",,"1,112,619,996","1,336,089,969","146,085","1,448,250,055","1,493,729,949","1,685,700,059",,,"1,692,800,045","1,686,840,057","1,688,680,053","1,810,029,984",,"183,336,997","1,834,210,038","1,868,939,996","2,015,460,014","2,046,080,112","1,934,329,987",,,,,,,"2,892,560,005","3,027,729,988","3,230,190,039","3,364,579,916","3,424,309,969","3,429,339,886","3,667,190,075","3,963,959,932","3,647,722,006","359,139,657","3,772,883,177","4,129,935,265","4,140,564,919","4,516,300,201","4,582,202,911","4,495,119,095","4,321,356,773","3,661,390,066","4,015,610,695","3,477,089,882","3,597,340,107","3,586,129,904","4,495,000,362","4,082,014,561",,
Grenada,GRD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,926,739,931",,,,,,,"5,075,082,302","5,485,323,429","5,072,258,949",,"4,477,565,765","4,238,610,268",,"3,173,799,992","3,559,193,373",,,"4,090,303,421","3,935,364,962",
Greenland,GRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"1,858,719,945","2,025,540,113",,,,,"162,729,001",,,,,,,,,,,,,,,,,"1,665,750,027","143,998,003","1,604,799,986","1,563,699,961",,,,,,,,,,"3,032,850,027","3,088,089,943","3,236,860,037",,"2,848,649,979","2,968,650,103","3,005,249,977","2,888,089,895","2,985,620,022","3,030,329,943","2,944,740,057","2,950,099,945","3,131,939,888","3,192,970,037","3,295,030,117","3,106,349,945","3,229,409,933","3,179,389,954"
Guam,GUM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"4,328,979,969",,,,,,,"7,088,729,858",,"9,377,869,606",,,,"8,253,470,421","7,227,479,935",,,,,,,,,,"3,724,450,111","3,609,339,952",,,,"8,561,059,952","8,484,149,933","8,397,299,767","8,365,539,551","6,955,900,192","551,293,993","8,139,730,453","3,118,910,074","2,391,170,025",,"2,150,579,929","2,409,389,973","2,506,690,025","2,241,319,895",,"4,360,330,105","3,895,699,978","4,737,750,053","466,478,014","445,058,012",,,,,
High income,HIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,"4,178,090,096","4,499,175,072","4,449,159,861",,"4,451,524,973","4,407,680,035","4,307,690,144","4,782,040,119","4,895,895,004",,,,"4,801,665,068",,,,,"4,784,840,107","4,870,510,101","4,955,519,915","4,749,340,057","461,330,986","4,494,709,969",,"4,461,870,193","4,567,230,225","4,759,514,809","4,931,009,769","4,899,490,118","5,040,420,055","4,876,749,992","4,929,769,993","4,874,439,955","4,715,410,233","4,839,900,017","4,989,769,936","5,101,469,994","4,984,250,069","4,898,620,129","4,878,905,058","4,893,069,983","4,885,540,009","4,787,974,834","4,735,224,962","4,675,159,931","467,881,012","4,876,560,211","4,803,199,768",,
