Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Late-demographic dividend,LTE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,814,640,045","3,784,224,987",,"4,138,329,983","4,133,790,016","3,853,990,078","3,894,940,019","4,048,810,005","4,204,939,842","4,066,230,059","3,855,260,015","3,866,260,052","4,291,189,909","422,755,003","4,483,980,179","4,189,539,909","4,061,729,908","4,195,711,136","4,296,380,043","4,394,330,025","4,515,911,818","4,276,184,797","4,251,554,489","4,131,948,471","4,059,394,836","4,518,887,043","4,385,694,027","4,054,027,557",
Lithuania,LTU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,940,030,098","4,795,619,965","4,767,119,884","4,845,220,089","545,043,993","6,116,449,833",,"5,973,029,137","584,758,997","5,800,079,823","5,114,180,088","5,174,280,167","4,878,399,849","4,825,729,847","4,595,210,075","4,839,900,017","5,585,239,887","5,297,860,146","5,113,430,023","4,758,029,938","4,602,330,208","4,486,579,895","4,227,190,018","4,004,310,131","3,812,200,069","389,289,999","3,964,099,884","4,508,590,221","4,254,909,992",,
Luxembourg,LUX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"2,300,260,067","2,855,060,101","2,740,799,904","2,812,350,035",,"34,230,299","3,614,629,984","3,693,799,973","4,339,330,196","4,402,780,056","4,552,020,073","4,687,980,175","5,275,619,984","3,319,669,962",,,"3,789,819,956","408,302,021","4,014,319,897","3,872,380,018",,,,,,"3,659,090,042","3,476,819,992",,,,"42,496,562","3,539,730,072","4,622,199,535","4,880,906,582","4,916,276,932","4,863,881,111","4,432,856,083","4,281,024,456","4,336,476,803","4,876,903,534","5,021,031,857","4,996,040,344","387,816","4,686,607,838","3,855,690,002","3,767,920,017","4,466,115,952","348,645,997","366,211,009","3,736,069,918","3,853,499,889","3,719,890,118","4,703,022,003",
Latvia,LVA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,465,970,039","374,338,007","4,166,920,185",,,,"5,257,579,803","5,512,790,203","5,807,720,184","5,539,380,074","5,274,270,058","5,446,959,972","5,602,540,016","5,057,149,887","4,834,060,192","52,989,254","4,684,669,971","4,633,289,814","5,366,449,833","5,522,659,779","503,881,979","5,071,619,987","6,582,709,789","6,996,970,177","5,281,229,973","5,282,519,817","465,749,979","4,366,710,186","4,243,569,851","443,584,013","4,850,590,229","4,615,469,933",,
"Macao SAR, China",MAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,350,049,973","3,336,649,895","3,314,389,944","271,446,991","2,842,959,881","2,780,169,964","223,348,999","2,277,879,953","2,193,860,054","2,043,450,117","2,196,409,941","2,533,230,066","2,618,489,981","2,675,280,094","3,325,160,027","2,050,489,902","2,048,530,102","3,002,470,016","3,099,529,982","2,709,490,061","2,733,409,882","3,065,439,939","6,389,480,114","5,106,979,847","6,189,370,155",
St. Martin (French part),MAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,"4,671,689,987","4,275,489,807","5,212,709,904","6,027,120,113","6,084,249,973","620,182,991","6,315,480,232","5,104,859,829","5,689,260,006","6,122,680,187","6,174,670,219","5,190,130,234","5,102,169,991","5,259,280,205","5,162,139,893","4,577,819,824","4,757,329,941","4,510,489,941","4,303,160,191",,"4,824,969,769",,"4,734,809,875",,,"459,939,003","462,526,989",,,,,,,,,"4,853,390,217","4,831,190,109",,,"5,552,948,475",,"5,482,760,429","5,133,368,969","5,085,301,876","4,735,649,586","4,960,227,013","5,003,256,798","6,284,282,684","5,642,734,051","5,912,246,704","6,020,969,391"
Monaco,MCO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,102,001","957,539,976",,,"913,609,982",,,"1,064,560,056","1,082,229,972","1,212,409,973","1,208,819,985","1,195,269,942","1,255,370,021",,,,"1,266,680,002",,,,,"1,354,310,036","131,735,003","1,589,890,003","1,780,040,026","1,334,400,058","1,021,950,006",,"1,372,460,008","1,457,929,969",,"1,158,900,023",,"1,418,789,983","117,324,996",
Moldova,MDA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,896,639,824",,,"4,662,559,986","4,486,390,114","4,846,849,918","5,497,910,023","5,424,890,041","6,771,039,963","7,162,700,176","7,498,990,059","8,293,370,247","8,237,270,355","9,509,759,903","7,592,299,938","7,136,380,196","6,983,389,854","590,975,523","6,338,069,916","5,805,686,951","567,208,004","5,710,169,792","5,538,879,871","6,225,769,997","6,601,260,185","5,824,059,963","6,110,539,913","6,252,686,024"
Madagascar,MDG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,"3,217,370,033","2,711,149,931","2,673,759,937","2,516,680,002","325,500,989","5,053,949,833",,"397,033","3,357,110,023","2,879,909,992","232,178,998","1,989,009,976","2,204,519,987","2,071,460,009",,,,,,,,"1,775,449,991",,,,"1,538,460,016","1,588,790,059","2,405,009,985","2,438,689,947","270,720,005","2,231,790,066","2,610,949,993","2,812,619,925","3,309,639,931","2,830,970,049","2,902,740,002","2,554,339,886","2,825,129,986","2,585,234,404","309,318,614","2,463,573,217","2,406,900,644","2,987,421,274","2,704,188,347","2,697,920,561","2,701,374,054","3,049,069,166","3,013,383,865","325,443,387","3,198,075,533","3,139,019,966",
Maldives,MDV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,737,206,936","5,249,499,798","5,791,860,104","5,324,069,977","4,661,600,113","5,016,839,981","464,523,983","4,417,880,058","4,470,290,184","5,081,689,835","3,633,280,039","3,080,729,961","4,968,267,918","3,954,500,437","3,889,795,303","4,622,305,393","4,438,735,962","382,268,548","3,856,817,722","4,123,569,489","5,847,608,089","4,613,797,665","4,673,443,317","5,167,063,713"
Middle East & North Africa,MEA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,"3,934,509,993","4,943,429,947","4,549,580,097",,,"4,840,194,941","527,579,999","5,608,300,209","5,339,560,032","5,727,200,031",,"5,400,839,806",,,"4,317,100,048",,,,,,,"4,671,569,824",,,,,"6,193,160,057","552,995,491","5,948,279,381","5,453,274,965","4,794,429,779","4,717,202,902",,"441,140,008","4,509,464,979",,,"4,742,109,776",,,,"4,452,610,135","4,227,494,955","4,168,545,008","443,173,337","6,193,917,274",,,
Mexico,MEX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,282,010,078","2,324,980,021","2,548,000,097","3,005,019,903",,"3,477,070,093","3,497,469,902",,,"3,178,380,013","336,164,999","3,808,700,085","4,031,340,122","4,243,070,126","4,832,620,144","4,512,040,138","4,633,950,233","4,493,169,785","4,479,219,913","4,606,090,069","4,949,339,867","4,936,950,207","4,904,059,887","4,883,480,072","4,508,580,208","5,068,089,962","5,050,879,955","4,757,959,843","4,397,520,065","4,139,450,073",,"4,500,599,861","4,249,529,839",,
Marshall Islands,MHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138,498,497",,,"819,519,043","1,184,414,005",,,,,,,,,,,,,,,,"9,920,570,374",,,"7,540,939,808",
Middle income,MIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,889,994,979","3,511,209,965","3,708,529,949","3,242,840,052","3,458,904,982","3,447,700,024","3,529,800,057","3,626,875,043","3,517,210,007","3,936,139,941","4,059,154,987","3,694,575,071","3,825,918,436","4,051,414,251","4,126,165,152","4,001,233,816","3,969,330,072","3,935,930,014","3,931,309,938","3,732,675,076","3,826,144,934","4,125,604,153","3,747,313,499","358,109,796",
North Macedonia,MKD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,733,449,936","4,630,569,935","452,628,994","4,271,230,221","4,303,110,123",,,,,,"3,300,149,918",,,,,,,,,,,,,,,,,,,,,
Mali,MLI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,"3,559,590,101",,"3,470,659,971","3,447,940,111","3,278,850,079",,,,"2,435,369,968",,,,,,,,,,,,"2,649,590,015","2,231,839,895","2,971,560,001","2,658,449,888","2,896,229,982","3,805,599,928","3,859,220,028","352,218,008",,,"3,403,559,923","3,869,040,012","3,343,889,952","3,754,230,022","3,479,490,042","3,284,650,087","3,648,190,022","3,801,520,109","3,094,779,968","3,789,769,888","355,817,008","3,555,049,896","3,954,459,906","4,363,709,927","4,035,055,161",
Malta,MLT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"615,196,991","5,549,990,177","526,970,005","4,493,100,166","4,422,210,217","3,831,890,106","3,897,609,949","3,348,829,985","3,153,640,032",,"2,865,329,981","2,854,079,962","3,314,690,113","3,078,720,093","3,248,339,891","3,105,720,043","316,531,992","3,338,239,908","358,874,011","3,831,419,945","3,920,300,007","4,314,099,789",,,,,,"4,184,720,039",,"5,146,474,838","5,646,224,976","4,143,050,194","5,848,954,678","4,434,929,848","5,385,760,307","5,445,138,454","5,947,500,229","5,501,210,213","5,070,390,224","6,250,040,054","7,696,129,799","6,345,459,938","7,579,239,845","7,004,209,995","5,023,980,141","5,107,659,817","4,560,790,062","4,923,611,164","4,899,350,166","5,644,871,235","5,364,799,976",,
Myanmar,MMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,"2,865,099,907","327,380,991",,"1,987,390,041","1,726,189,971","1,637,820,005","1,643,659,949",,,,,,,,,,,,,,,,,"1,202,479,959",,,,,,,,,,,,,,,,"787,440,002","1,586,428,761","184,381,175","2,011,998,415","2,245,604,277","2,158,088,446","2,166,529,894","1,992,490,053","1,999,760,032",,,,
Middle East & North Africa (excluding high income),MNA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,"4,549,580,097",,,"4,840,194,941",,"5,705,175,161",,,,,,,"4,317,100,048",,,,,,,"4,185,309,887",,,,,,"5,032,866,716",,"5,021,100,044",,"4,717,202,902","4,730,759,859","4,353,335,142","4,831,190,109","4,050,701,737",,"5,103,449,821",,,"4,663,219,929","3,922,260,046","3,733,449,936",,,,,,
Montenegro,MNE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,948,970,079","5,493,020,058","5,145,659,924","5,550,370,216","4,936,064,243","7,210,780,144",,"4,325,729,847",,,"4,690,130,234",,"5,144,849,777","4,645,100,117","460,902,977","5,961,985,111","524,104,023","5,428,256,035","4,387,156,487","5,200,432,777","4,318,223,953","3,997,427,225","3,652,369,738","4,663,455,009","3,343,896,151","4,180,567,265","3,741,015,434"
Northern Mariana Islands,MNP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,801,370,025","2,641,530,037",,,,,"3,198,390,007","3,858,340,025","3,735,929,966",,,,"5,390,528,679","5,621,944,904","5,557,509,899","6,035,769,939","6,493,901,253","6,010,834,217","5,800,869,942","548,664,999","5,389,760,017","6,286,394,119","6,642,562,866","6,497,897,625","6,161,983,967",
Mauritania,MRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,585,800,052",,"1,722,030,044",,"2,106,839,895","2,277,149,916","2,365,010,023","1,950,799,942",,"1,958,510,041",,,,,"2,331,020,117","2,158,210,039","2,293,540,001","2,557,964,325","2,829,566,002","1,944,059,968",,,"182,317,996","1,802,649,975","1,891,970,038","2,440,242,529","2,646,030,426"
Mauritius,MUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"311,274,004","3,070,919,991","2,781,330,109",,"2,519,910,097",,"4,381,899,834","549,202,013",,,"4,986,839,771","4,542,620,182","439,455,986","4,032,519,817","3,910,439,968","3,437,289,953","3,016,740,084","3,089,849,949","3,468,960,047","3,128,220,081","3,463,259,935",,,,,,,,"3,887,419,939","3,719,039,917","3,073,479,891","3,020,240,068","4,357,170,105","4,255,770,206","4,024,020,195","3,648,390,055","3,185,400,009","3,063,070,059","3,047,310,114","3,551,470,041","3,332,070,112","3,418,200,016","3,567,759,991","4,815,149,784","4,758,470,058","4,882,070,065","487,887,001","4,674,479,961","4,541,950,226","435,243,988","467,151,022","484,085,989","4,567,639,828"
Malawi,MWI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,979,599","2,422,250,032","2,179,250,002","2,182,620,049","2,247,349,977",,,,,"2,754,679,918","3,697,730,064",,,"3,432,240,009","3,606,129,885","3,098,340,034",,"2,209,640,026",,,,,,,"2,432,369,947","2,853,460,073","2,528,611,898","3,921,169,758","3,660,060,167","3,444,496,632","3,244,130,611","3,575,054,884","33,229,599",,,,,
Malaysia,MYS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"4,550,940,037",,,,,,,,"5,087,609,768","572,619,009","6,696,969,986","703,278,017",,"566,629,982","611,111,021","7,243,360,043","6,326,000,214",,,,,"5,111,430,168","4,654,630,184","4,705,289,841","4,342,549,801","4,913,849,831","4,620,379,925",,"5,686,789,989","5,971,610,069","7,484,469,891","7,657,929,897","7,502,880,096","5,923,890,114",,"4,485,760,212","4,372,539,997","3,958,519,936","5,974,180,222","4,966,450,214","576,293,993","5,739,029,884","5,481,200,218","5,029,359,818","4,703,810,215","4,345,984,459","4,184,885,025","4,131,948,471","3,979,539,633","4,518,887,043","4,261,094,093","3,499,337,912","3,627,254,963"
North America,NAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"7,684,299,946","7,589,839,935","7,013,869,762","6,667,160,034","6,421,319,962","6,698,420,048","6,710,919,857","7,073,830,128","6,692,200,184","6,462,890,148","6,409,019,947","649,725,008","6,855,470,181","661,841,011","6,189,430,237","6,020,589,828","6,298,279,762","6,150,229,931","6,074,069,977","5,969,220,161","6,859,519,958","6,746,630,192","7,678,349,972","6,658,299,923","6,304,769,993",,,"5,493,770,123","5,530,799,866","5,754,484,653","5,625,976,563","5,676,517,725","6,328,607,559","6,253,763,676","5,468,431,711","6,164,029,121","5,504,864,216","5,531,103,134","5,789,639,235","6,025,461,912","5,879,866,838","5,473,236,799","5,409,133,911","5,486,397,743","4,835,005,045","4,799,849,987","5,026,469,946","489,199,996","4,865,200,043","5,143,965,006","5,088,449,955","4,139,571,667",
Namibia,NAM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,130,760,193","6,901,780,128","6,888,869,762","6,742,330,074","6,137,139,797",,,"6,031,710,148",,"6,403,429,985",,"8,243,300,438","8,021,379,471","9,242,812,157","8,595,417,023","9,562,506,676","9,850,768,089","1,059,279,442","9,708,672,523","8,881,122,589","93,225,317","9,277,998,924","1,039,144,802","9,677,911,758","9,044,512,749"
New Caledonia,NCL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"1,052,270,055",,,,,,,,,,,,,,,,,,,"2,074,369,907","2,308,330,059","2,242,980,003","2,065,119,982","2,265,389,919","2,329,750,061","2,144,180,059",,,"2,568,530,083","2,565,020,084","2,279,819,965","2,401,340,008","1,937,059,999",,,"2,558,520,079","3,014,620,066","2,723,119,974","3,335,880,041","2,721,950,054","3,077,620,029","318,682,003","3,689,529,896","5,103,680,134","4,486,690,044","2,958,430,052","2,578,180,075","3,449,569,941","3,526,227,236","3,819,200,993","382,175,827","4,101,430,893",
Nigeria,NGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,"3,210,170,031","3,063,689,947",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"496,685,654","564,658,761","549,233,079","534,206,748","470,742,553","436,954,916","393,045,634","39,635,402","419,998,497","358,478,993","359,637,648","381,919,116","348,516,703",
Nicaragua,NIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"2,038,589,954","2,492,029,905",,,,,,,,"2,822,779,894","3,262,409,925",,"3,792,680,025",,"5,978,899,956",,,"5,351,749,897",,,,,"2,984,970,093",,,,,,"2,225,850,105","2,923,650,026","3,001,600,027",,"2,391,010,046","2,422,009,945",,,,,,,"4,484,240,055",,,,"40,832,901","4,078,430,176","4,081,130,028","4,357,679,844","3,573,108,912","4,599,919,796","4,581,561,089","4,086,657,047","3,794,763,088",
Netherlands,NLD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"6,221,149,921","6,328,199,863","6,318,490,028","5,842,949,867","6,335,889,816","6,371,660,233","6,312,290,192","6,182,509,899","6,184,420,109","6,090,330,124","5,892,799,854","5,749,370,098","5,695,010,185","5,500,790,119","5,090,109,825","5,472,879,887","556,155,014","5,897,920,132","5,471,459,866",,"5,228,789,806","5,161,650,181",,"4,756,609,917","4,663,249,969","4,578,879,833","4,494,190,216",,"4,540,569,782","4,506,999,969","4,585,120,201","4,699,649,811","4,805,900,097","5,040,420,055","5,062,970,161","5,109,399,796","5,044,020,176","4,886,829,853","5,029,049,873","543,156,004","5,489,089,966","5,463,039,875","5,410,220,146","552,655,983","5,458,899,975","534,815,979","5,479,599,953","517,509,985","5,357,649,803","5,159,860,134","5,423,810,005","5,506,090,164","5,052,011,013",
Norway,NOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,"5,904,059,887","5,891,719,818","5,673,659,801","5,550,220,013","6,163,599,968","5,972,809,792","6,444,379,807",,"5,780,149,937","5,543,640,137","5,678,850,174","5,646,299,839","5,429,369,926","5,255,670,071","5,539,840,221","5,788,080,215","5,865,970,135","6,299,849,987","6,310,369,968","6,373,219,967","663,613,987","767,663,002","7,830,440,044","7,695,680,141","7,138,050,079","730,343,008","7,357,590,199","6,962,220,192","6,459,340,096","6,820,159,912","7,422,460,079","7,399,330,139","7,277,440,071","6,840,829,849","63,582,201","6,506,710,052","6,249,159,813","7,070,670,128","6,710,420,132","641,490,984","7,327,660,084","7,439,060,211","7,644,030,094","7,523,349,762","7,984,449,863","7,845,980,167","7,595,630,169","7,864,560,127","8,372,819,901","696,021,986","3,968,019,724",
Nepal,NPL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,892,879,963","289,331,007","2,975,150,108","3,708,379,984","3,152,839,899","311,435,008","3,171,940,088","3,364,639,997","3,605,360,031","3,517,210,007","3,805,170,059","4,663,760,185","3,631,720,066","3,842,619,896","35,289,886","320,268,631","3,485,994,101","3,294,253,588","3,477,112,293","352,892,375","3,664,405,584","3,485,680,819","4,211,066,723","395,612,216","3,617,783,785","3,681,257,963"
Nauru,NRU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,586,347,008",,,,,"4,246,150,017",,,,,,,,"6,252,603,054","7,985,621,929","6,810,566,425",,"6,011,013,031","609,919,405","6,218,871,117","7,805,397,987",
New Zealand,NZL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,"4,753,230,095","4,746,799,946","516,753,006","5,454,740,047","4,452,670,097","4,532,529,831","446,765,995","4,232,649,803","444,054,985","4,532,700,062",,"4,045,680,046","3,546,299,934","3,430,310,011","3,917,390,108","4,425,859,928","4,818,240,166",,,,,"5,926,050,186","5,742,129,803","6,383,719,921","6,157,219,887",,"6,636,209,965",,,,,,,,,,"6,543,338,299","6,597,412,586","6,551,252,842","6,530,853,271","5,888,559,818","5,808,539,867","5,707,349,777","5,505,599,976","528,000,021","5,193,089,962","5,177,979,946","5,651,490,211","5,548,220,158","5,230,120,182",
OECD members,OED,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,"4,482,309,818","5,033,239,841","4,747,779,846",,"4,661,484,957","463,228,488","5,039,544,821","4,914,299,965","5,064,230,204","4,957,779,884","4,774,250,031","4,770,689,964","4,751,039,982","4,645,939,827","4,521,040,201","4,713,019,848","4,557,250,023","4,783,755,064","4,735,390,186","4,952,569,962","4,823,225,021","4,690,214,872","4,845,220,089",,"4,461,870,193","4,579,434,872","4,868,400,097","5,087,822,914","5,218,975,067","5,245,257,854","5,062,970,161","5,084,720,135","4,976,490,021","4,817,574,978","4,909,739,971","5,396,406,651","5,412,489,891","5,192,690,134","5,410,220,146","5,308,379,889","5,096,045,017","499,559,021","4,839,230,061","4,961,319,923","4,930,089,951","4,985,929,966","5,378,280,163","5,037,089,825",,
Oman,OMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,"379,282,999","3,656,260,014","3,389,889,956","2,978,240,013","2,838,920,116","2,987,940,073","3,122,580,051","3,508,219,957","3,444,489,956","3,413,259,983","3,184,520,006","3,356,800,079","4,138,329,983","4,035,930,157","3,200,239,897","4,020,319,939","4,325,069,904","3,896,990,061","402,835,989","3,517,210,007","3,859,339,952",,,"4,187,739,849",,,,"4,353,839,874",,,,"5,995,940,208","4,585,659,981","5,063,630,104","6,877,699,852",,"419,907,999",
Other small states,OSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,"439,455,986","4,032,519,817","3,910,439,968","3,437,289,953","3,016,740,084","3,089,849,949","3,468,960,047","3,128,220,081","3,463,259,935","5,281,410,217","569,822,979","5,494,289,875","5,898,660,183","6,054,920,197",,,"5,090,950,012","5,339,459,896","4,838,240,147","4,440,869,808","5,273,099,899","5,139,179,945","554,847,002","6,093,516,111","3,902,654,886","6,051,079,988","6,471,350,193","5,818,079,948","5,767,455,101","5,155,501,127","4,964,245,319","4,815,149,784","5,144,189,835","515,763,998","4,961,319,923","4,874,409,676","4,877,275,229","4,856,272,221","4,953,685,045",,
Pakistan,PAK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"1,654,219,985","156,882","1,830,420,017","1,880,650,043","1,980,080,009","2,237,940,073","2,149,830,103","2,204,180,002","2,198,070,049","2,130,949,974","1,972,450,018","2,013,669,968","1,995,769,978","2,069,849,968","243,543,005","2,678,129,911","2,977,459,908",,"2,363,820,076","251,680,994","2,566,760,063","2,549,679,995","2,386,440,039","2,589,309,931","279,531,002","2,810,570,002","3,022,300,005",,"2,611,490,011","1,837,820,053",,,,"1,443,379,998","1,670,580,029","1,980,559,945","223,465,991","227,263,999","2,179,160,118","2,052,680,016","2,001,009,941","1,978,790,045","2,236,989,975","2,204,339,981","238,609,004","2,417,211,771","2,136,656,761","2,332,169,533","221,491,766","2,057,182,312","1,687,461,257","1,974,449,039","1,868,643,403"
Panama,PAN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"4,043,280,125","3,353,919,983","3,982,820,034","348,574,996","38,197,999","4,154,510,021","4,312,729,836","4,280,960,083","3,605,979,919","3,642,549,992","3,535,670,042","3,431,799,889","341,850,996","3,550,909,996","3,468,709,946","3,521,460,056","334,574,008","3,870,120,049",,,,,,,"3,470,540,047","3,947,809,935","409,431,982","3,847,110,033",,"4,567,230,225","4,759,689,808","4,105,879,784","41,916,399","4,168,700,218","3,578,660,011",,,,"350,229,001",,,"3,159,009,933",,,"3,174,010,038","3,366,699,934","3,429,130,077","3,493,750,095","3,453,569,889","3,093,294,144","4,302,840,233","3,711,410,046","3,366,930,008",
Peru,PER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,"3,391,720,057",,,,,,,,,,,,,,,,,,,,,,,"3,118,799,925",,"3,278,179,884","344,133,997","3,228,029,966","3,037,120,104","2,820,569,992","2,937,799,931","2,957,870,007","2,839,030,027","2,652,810,097","2,629,400,015","2,867,749,929","3,139,940,023","2,867,300,034","2,663,500,071","292,276,001","3,297,290,087","3,695,990,086","3,969,330,072","3,813,169,956","3,931,309,938","3,713,920,116","3,822,429,895","4,259,379,864","3,927,210,093","3,833,159,924","4,235,169,888"
Philippines,PHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,"1,512,719,989",,"1,825,880,051","1,483,029,962",,,"1,517,019,987",,,,,,,,,"2,663,990,021","2,943,569,899","3,077,569,962","3,697,459,936",,"3,164,400,101","292,463,994","289,222,002","2,935,179,949","2,469,830,036","2,328,069,925","2,425,790,071","2,485,179,901","2,582,829,952","2,537,770,033",,,,,"2,664,542,437","2,830,523,014","3,301,280,975","3,963,840,961","3,855,027,676","3,407,486,439","3,858,290,434","3,872,497,559","3,579,600,811","3,623,686,314"
Palau,PLW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,844,339,848","7,584,159,851","7,546,010,017",,,,,,,,,,,,,,,,,,"3,471,180,677","3,944,170,952","3,576,201,439","3,437,264,919"
